,County Code,District Code,School Code,School Name,Charter School,DASS,ChronicAbsenteeismRate
776,19,64733.0,0126524,Linda Esperanza Marquez High B LIBRA Academy,No ,No ,18.2
777,19,64733.0,0126532,Linda Esperanza Marquez High C School of Social Justice,No ,No ,32.9
778,19,64733.0,0126540,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",No ,No ,13.1
779,19,64733.0,0126557,Visual and Performing Arts at Legacy High School Complex,No ,No ,37.1
780,19,64733.0,0126573,Mervyn M. Dymally High,No ,No ,47.9
781,19,64733.0,0126615,Academies of Education and Empowerment at Carson High,No ,No ,17.9
782,19,64733.0,0126623,Academy of Medical Arts at Carson High,No ,No ,17.8
783,19,64733.0,0127787,Humanities and Arts (HARTS) Academy of Los Angeles,No ,No ,28.4
784,19,64733.0,0127795,Contreras Learning Center-School of Social Justice,No ,No ,35.5
785,19,64733.0,0127803,Early College Academy-LA Trade Tech College,No ,No ,6.6
786,19,64733.0,0127894,Valor Academy High,Yes,No ,20.4
787,19,64733.0,0127910,Camino Nuevo High #2,Yes,No ,23.0
788,19,64733.0,0129536,Boyle Heights Hilda Solis High,No ,No ,33.8
789,19,64733.0,0129585,Nava College Preparatory Academy,No ,No ,23.8
790,19,64733.0,0129627,TEACH Tech Charter High,Yes,No ,43.6
791,19,64733.0,0130997,Sylmar Biotech Health and Engineering Magnet,No ,No ,24.8
792,19,64733.0,0131821,Collegiate Charter High School of Los Angeles,Yes,No ,35.1
793,19,64733.0,0132027,University Preparatory Value High,Yes,No ,16.4
795,19,64733.0,0132126,Bert Corona Charter High,Yes,No ,32.8
796,19,64733.0,0132282,Ednovate - East College Prep,Yes,No ,20.2
802,19,64733.0,0133868,Rise Kohyang High,Yes,No ,25.2
803,19,64733.0,0135632,WISH Academy High,Yes,No ,15.2
805,19,64733.0,0135715,Ednovate - Esperanza College Prep,Yes,No ,12.0
806,19,64733.0,0135723,Ednovate - Brio College Prep,Yes,No ,20.9
809,19,64733.0,0137083,University Pathways Medical Magnet Academy,No ,No ,39.6
810,19,64733.0,0137091,University Pathways Public Service Academy,No ,No ,38.5
811,19,64733.0,0137612,Valley International Preparatory High,Yes,No ,14.8
813,19,64733.0,0140129,Ednovate - South LA College Prep,Yes,No ,30.3
820,19,64733.0,0141630,Iovine and Young Center,No ,No ,24.0
822,19,64733.0,1930650,Phineas Banning Senior High,No ,No ,34.3
823,19,64733.0,1930866,Bell Senior High,No ,No ,28.9
824,19,64733.0,1930924,Belmont Senior High,No ,No ,40.4
825,19,64733.0,1931047,Birmingham Community Charter High,Yes,No ,21.1
826,19,64733.0,1931476,Canoga Park Senior High,No ,No ,29.4
827,19,64733.0,1931526,Carson Senior High,No ,No ,21.1
829,19,64733.0,1931708,Chatsworth Charter High,Yes,No ,27.4
831,19,64733.0,1931864,Grover Cleveland Charter High,Yes,No ,25.3
832,19,64733.0,1932128,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",No ,No ,44.8
833,19,64733.0,1932383,Susan Miller Dorsey Senior High,No ,No ,52.8
835,19,64733.0,1932623,El Camino Real Charter High,Yes,No ,26.5
837,19,64733.0,1932888,Downtown Business High,No ,No ,15.2
838,19,64733.0,1932920,Fairfax Senior High,No ,No ,36.1
839,19,64733.0,1932987,John H. Francis Polytechnic,No ,No ,30.2
840,19,64733.0,1933001,King/Drew Medical Magnet High,No ,No ,20.6
842,19,64733.0,1933118,John C. Fremont Senior High,No ,No ,42.5
844,19,64733.0,1933241,Gardena Senior High,No ,No ,36.2
845,19,64733.0,1933381,James A. Garfield Senior High,No ,No ,11.8
847,19,64733.0,1933795,Ulysses S. Grant Senior High,No ,No ,35.3
848,19,64733.0,1933852,Alexander Hamilton Senior High,No ,No ,30.7
849,19,64733.0,1934033,Hollywood Senior High,No ,No ,43.1
850,19,64733.0,1934157,Huntington Park Senior High,No ,No ,36.8
851,19,64733.0,1934371,Thomas Jefferson Senior High,No ,No ,30.7
852,19,64733.0,1934454,Jordan High,No ,No ,49.1
853,19,64733.0,1935121,Abraham Lincoln Senior High,No ,No ,27.0
854,19,64733.0,1935352,Los Angeles Senior High,No ,No ,45.2
855,19,64733.0,1935519,Manual Arts Senior High,No ,No ,36.2
856,19,64733.0,1935568,John Marshall Senior High,No ,No ,32.7
858,19,64733.0,1935865,James Monroe High,No ,No ,40.3
859,19,64733.0,1936160,Nathaniel Narbonne Senior High,No ,No ,27.8
860,19,64733.0,1936350,North Hollywood Senior High,No ,No ,31.4
862,19,64733.0,1937424,Theodore Roosevelt Senior High,No ,No ,32.9
863,19,64733.0,1937622,San Fernando Senior High,No ,No ,32.7
864,19,64733.0,1937838,San Pedro Senior High,No ,No ,25.0
865,19,64733.0,1938307,South Gate Senior High,No ,No ,35.3
866,19,64733.0,1938554,Sylmar Charter High,Yes,No ,27.4
867,19,64733.0,1938612,Taft Charter High,Yes,No ,24.5
868,19,64733.0,1938885,University High School Charter,Yes,No ,32.5
869,19,64733.0,1938968,Van Nuys Senior High,No ,No ,30.2
870,19,64733.0,1939040,Venice Senior High,No ,No ,30.3
871,19,64733.0,1939107,Verdugo Hills Senior High,No ,No ,27.3
872,19,64733.0,1939305,George Washington Preparatory High,No ,No ,48.7
873,19,64733.0,1939479,WESM Health/Sports Medicine,No ,No ,46.6
874,19,64733.0,1939859,Woodrow Wilson Senior High,No ,No ,39.0
875,19,64733.0,1939941,John F. Kennedy High,No ,No ,19.6
876,19,64733.0,1995448,Francisco Bravo Medical Magnet High,No ,No ,16.1
877,19,64733.0,1995836,Palisades Charter High,Yes,No ,11.9
893,19,64733.0,0109512,Cal Burke High,No ,Yes,79.7
894,19,64733.0,0110668,Frida Kahlo High,No ,Yes,82.1
895,19,64733.0,0111484,New Village Girls Academy,Yes,Yes,84.9
897,19,64733.0,0120808,Dorothy V. Johnson Community Day,No ,Yes,75.9
898,19,64733.0,0137562,Matrix for Success Academy,Yes,Yes,36.7
900,19,64733.0,1930296,Harris Newmark Continuation,No ,Yes,88.5
901,19,64733.0,1930387,Central High,No ,Yes,89.7
902,19,64733.0,1930403,Whitney Young Continuation,No ,Yes,66.7
903,19,64733.0,1930429,View Park Continuation,No ,Yes,86.2
904,19,64733.0,1930486,Moneta Continuation,No ,Yes,85.2
905,19,64733.0,1930551,San Antonio Continuation,No ,Yes,87.3
906,19,64733.0,1930577,Pueblo de Los Angeles Continuation,No ,Yes,93.3
907,19,64733.0,1930619,Harold McAlister High (Opportunity),No ,Yes,95.2
908,19,64733.0,1930692,Thomas Riley High,No ,Yes,93.8
909,19,64733.0,1930734,Angel's Gate (Continuation),No ,Yes,66.4
911,19,64733.0,1930791,Mt. Lukens Continuation,No ,Yes,80.6
912,19,64733.0,1930940,John R. Wooden High,No ,Yes,89.0
913,19,64733.0,1930973,Simon Rodia Continuation,No ,Yes,68.7
914,19,64733.0,1931336,Cheviot Hills Continuation,No ,Yes,91.5
916,19,64733.0,1931385,Albert Einstein Continuation,No ,Yes,84.0
917,19,64733.0,1931393,Highland Park Continuation,No ,Yes,63.3
918,19,64733.0,1931435,Robert H. Lewis Continuation,No ,Yes,82.3
919,19,64733.0,1931450,Jack London Continuation,No ,Yes,94.7
921,19,64733.0,1931484,Mission Continuation,No ,Yes,79.0
922,19,64733.0,1931500,Owensmouth Continuation,No ,Yes,79.1
923,19,64733.0,1931518,George S. Patton Continuation,No ,Yes,77.4
924,19,64733.0,1931534,Will Rogers Continuation,No ,Yes,84.1
925,19,64733.0,1931559,Stoney Point Continuation,No ,Yes,73.9
926,19,64733.0,1931682,Zane Grey Continuation,No ,Yes,93.3
927,19,64733.0,1931690,Independence Continuation,No ,Yes,75.2
928,19,64733.0,1931856,Whitman Continuation,No ,Yes,81.3
929,19,64733.0,1931930,Dan M. Issacs Avalon High,No ,Yes,67.4
930,19,64733.0,1931955,Ellington (Duke) High (Continuation),No ,Yes,89.8
931,19,64733.0,1931971,John Hope Continuation,No ,Yes,92.1
932,19,64733.0,1931989,Monterey Continuation,No ,Yes,48.6
933,19,64733.0,1931997,Odyssey Continuation,No ,Yes,71.5
934,19,64733.0,1932250,Henry David Thoreau Continuation,No ,Yes,73.3
936,19,64733.0,1932334,Jane Addams Continuation,No ,Yes,76.4
937,19,64733.0,1932342,Evergreen Continuation,No ,Yes,80.2
938,19,64733.0,1932821,Boyle Heights Continuation,No ,Yes,78.0
939,19,64733.0,1937085,Ramona Opportunity High,No ,Yes,85.7
941,19,64733.0,1995794,Youth Opportunities Unlimited,No ,Yes,87.7
942,19,64733.0,1996073,Tri-C Community Day,No ,Yes,85.4
949,19,64774.0,0109538,Marco Antonio Firebaugh High,No ,No ,20.0
950,19,64774.0,1935436,Lynwood High,No ,No ,32.2
952,19,64790.0,1935923,Monrovia High,No ,No ,18.7
955,19,64808.0,0124552,Applied Technology Center,No ,No ,24.3
956,19,64808.0,1930155,Schurr High,No ,No ,15.7
957,19,64808.0,1930825,Bell Gardens High,No ,No ,19.7
958,19,64808.0,1935998,Montebello High,No ,No ,15.5
961,19,64840.0,1933647,John H. Glenn High,No ,No ,25.4
962,19,64840.0,1934728,La Mirada High,No ,No ,19.8
963,19,64840.0,1936467,Norwalk High,No ,No ,23.3
966,19,64857.0,0140889,Palmdale Academy Charter,Yes,No ,21.4
969,19,64865.0,1995588,Palos Verdes Peninsula High,No ,No ,13.5
970,19,64865.0,1996552,Palos Verdes High,No ,No ,14.2
972,19,64873.0,0136705,Odyssey STEM Academy,No ,No ,12.6
973,19,64873.0,1936749,Paramount High,No ,No ,19.9
980,19,64881.0,1936103,John Muir High,No ,No ,20.4
981,19,64881.0,1936822,Pasadena High,No ,No ,26.0
984,19,64907.0,1933175,Ganesha High,No ,No ,28.7
985,19,64907.0,1933324,Garey High,No ,No ,29.8
986,19,64907.0,1937028,Pomona High,No ,No ,30.8
987,19,64907.0,1995901,Diamond Ranch High,No ,No ,23.6
988,19,64907.0,1996495,Village Academy High School at Indian Hill,No ,No ,23.7
994,19,64964.0,1937754,San Marino High,No ,No ,0.7
995,19,64980.0,1938000,Santa Monica High,No ,No ,20.5
996,19,64980.0,1995737,Malibu High,No ,No ,26.7
997,19,64980.0,1933373,Olympic High (Continuation),No ,Yes,77.8
998,19,65029.0,1938455,South Pasadena Senior High,No ,No ,9.9
999,19,65052.0,1938679,Temple City High,No ,No ,7.7
1002,19,65060.0,1936277,North High,No ,No ,13.7
1003,19,65060.0,1938356,South High,No ,No ,11.3
1004,19,65060.0,1938752,Torrance High,No ,No ,11.3
1005,19,65060.0,1939602,West High,No ,No ,8.0
1009,19,65094.0,0122432,Edgewood High,No ,No ,13.3
1010,19,65094.0,0137042,Mt. SAC Early College Academy at West Covina,No ,No ,2.2
1011,19,65094.0,1939537,West Covina High,No ,No ,13.0
1013,19,65128.0,1931302,California High,No ,No ,18.2
1014,19,65128.0,1934868,La Serna High,No ,No ,14.2
1015,19,65128.0,1936889,Pioneer High,No ,No ,22.0
1016,19,65128.0,1937903,Santa Fe High,No ,No ,18.0
1017,19,65128.0,1939701,Whittier High,No ,No ,26.0
1019,19,65128.0,1995653,Sierra Vista High (Alternative),No ,Yes,69.2
1020,19,65136.0,0102459,Golden Valley High,No ,No ,18.6
1021,19,65136.0,0102475,West Ranch High,No ,No ,13.6
1024,19,65136.0,1931492,Canyon High,No ,No ,16.0
1025,19,65136.0,1931740,Saugus High,No ,No ,14.0
1027,19,65136.0,1933902,William S. Hart High,No ,No ,10.6
1028,19,65136.0,1995802,Valencia High,No ,No ,13.3
1029,19,65136.0,1996321,Academy of the Canyons,No ,No ,1.6
1034,19,73437.0,0132969,Compton Early College High,No ,No ,0.9
1036,19,73437.0,1931567,Centennial High,No ,No ,22.7
1037,19,73437.0,1931963,Compton High,No ,No ,33.3
1038,19,73437.0,1932326,Manuel Dominguez High,No ,No ,22.3
1040,19,73437.0,1996057,Thurgood Marshall,No ,No ,89.3
1041,19,73437.0,1995695,Cesar Chavez Continuation High,No ,Yes,98.6
1043,19,73445.0,1934801,La Puente High,No ,No ,30.3
1044,19,73445.0,1935246,Los Altos High,No ,No ,16.7
1045,19,73445.0,1939834,Glen A. Wilson High,No ,No ,16.4
1046,19,73445.0,1939925,William Workman High,No ,No ,23.0
1048,19,73445.0,1996560,Valley Community Day,No ,Yes,76.5
1050,19,73452.0,1936228,Nogales High,No ,No ,21.5
1051,19,73452.0,1937564,John A. Rowland High,No ,No ,13.5
1054,19,73460.0,1932862,Diamond Bar High,No ,No ,10.3
1055,19,73460.0,1939149,Walnut High,No ,No ,10.3
1057,19,75291.0,1995810,Gabrielino High,No ,No ,14.9
1066,19,75309.0,1995786,Vasquez High,No ,No ,31.9
1067,19,75309.0,0127100,Assurance Learning Academy,Yes,Yes,63.9
1069,19,75309.0,0134619,Empower Generations,Yes,Yes,41.8
1072,19,75333.0,1935808,Mira Costa High,No ,No ,14.7
1074,19,75341.0,1937143,Redondo Union High,No ,No ,12.9
1078,19,75713.0,1930163,Alhambra High,No ,No ,13.2
1079,19,75713.0,1934553,Mark Keppel High,No ,No ,1.8
1080,19,75713.0,1937697,San Gabriel High,No ,No ,10.8
1081,19,76869.0,0119016,Da Vinci Science,Yes,No ,12.1
1082,19,76869.0,0119636,Da Vinci Design,Yes,No ,10.6
1084,19,76869.0,0131128,Da Vinci Communications,Yes,No ,19.0
1090,20,65201.0,2032357,Chowchilla Union High,No ,No ,18.0
1092,20,65243.0,0110965,Madera South High,No ,No ,29.1
1093,20,65243.0,0118950,Sherman Thomas Charter High,Yes,No ,20.0
1095,20,65243.0,0139691,Matilda Torres High,No ,No ,29.1
1097,20,65243.0,2035707,Madera High,No ,No ,21.5
1100,20,75580.0,0111443,Centennial Independent Study,No ,No ,36.6
1102,20,75580.0,2030203,Liberty High,No ,No ,13.9
1105,20,75606.0,0117010,Minarets High,No ,No ,32.8
1106,20,75606.0,0125021,Minarets Charter High,Yes,No ,31.8
1108,20,75606.0,0100180,Mountain Oaks High,No ,Yes,65.0
1110,20,76414.0,2030013,Yosemite High,No ,No ,35.7
1111,20,76414.0,2030070,Raymond Granite High,No ,No ,*
1112,20,76414.0,2030104,Evergreen High,No ,No ,44.1
1113,20,76414.0,2030237,Glacier High School Charter,Yes,No ,3.3
1120,21,65417.0,2132272,Novato High,No ,No ,21.1
1121,21,65417.0,2133056,San Marin High,No ,No ,16.9
1123,21,65466.0,2133262,San Rafael High,No ,No ,13.7
1124,21,65466.0,2134005,Terra Linda High,No ,No ,18.6
1126,21,65482.0,2130078,Tamiscal High (Alternative),No ,No ,12.1
1127,21,65482.0,2131340,Archie Williams High,No ,No ,17.9
1128,21,65482.0,2132587,Redwood High,No ,No ,9.4
1129,21,65482.0,2133692,Tamalpais High,No ,No ,16.7
1131,21,73361.0,2134310,Tomales High,No ,No ,27.9
1132,22,10223.0,2230100,County Community,No ,Yes,*
1134,22,65532.0,2230076,Coulterville High,No ,No ,*
1136,22,65532.0,2235356,Mariposa County High,No ,No ,35.7
1144,23,65565.0,2331361,Fort Bragg High,No ,No ,20.1
1147,23,65581.0,2333185,Mendocino High,No ,No ,25.1
1148,23,65599.0,2333649,Point Arena High,No ,No ,58.2
1150,23,65607.0,2334563,Round Valley High,No ,No ,50.8
1151,23,65607.0,2330033,Round Valley Continuation,No ,Yes,96.8
1155,23,65615.0,2335024,Ukiah High,No ,No ,24.3
1158,23,65623.0,0136887,Sanhedrin Alternative,No ,No ,46.5
1160,23,65623.0,2335487,Willits High,No ,No ,42.7
1161,23,73866.0,2330041,Potter Valley High,No ,No ,19.0
1163,23,73916.0,2332260,Laytonville High,No ,No ,38.2
1164,23,75218.0,2330207,Whale Gulch High,No ,No ,*
1165,23,75218.0,2332724,Leggett Valley High,No ,No ,29.4
1170,24,10249.0,2430163,Valley Los Banos Community,No ,Yes,67.9
1174,24,65698.0,2432409,Hilmar High,No ,No ,15.9
1176,24,65730.0,2433001,Le Grand High,No ,No ,7.6
1179,24,65755.0,0120923,Pacheco High,No ,No ,26.3
1180,24,65755.0,2434207,Los Banos High,No ,No ,22.9
1182,24,65789.0,0127373,El Capitan High,No ,No ,24.7
1183,24,65789.0,2430049,Independence High (Alternative),No ,No ,38.0
1184,24,65789.0,2430098,Golden Valley High,No ,No ,30.2
1185,24,65789.0,2430205,Buhach Colony High,No ,No ,22.3
1186,24,65789.0,2430601,Atwater High,No ,No ,20.7
1187,24,65789.0,2433605,Livingston High,No ,No ,24.6
1188,24,65789.0,2435204,Merced High,No ,No ,28.5
1191,24,73619.0,2431807,Gustine High,No ,No ,28.9
1193,24,75317.0,2431203,Dos Palos High,No ,No ,27.5
1194,24,75317.0,2430015,Westside High,No ,Yes,88.9
1195,24,75366.0,2430114,Delhi High,No ,No ,19.3
1197,25,73585.0,2535409,Modoc High,No ,No ,14.2
1198,25,73585.0,2530020,Warner High,No ,Yes,94.1
1201,26,10264.0,0124990,Urban Corps of San Diego County Charter,Yes,No ,24.3
1202,26,10264.0,2630028,Jan Work Community,No ,Yes,40.0
1203,26,73668.0,2633006,Coleville High,No ,No ,29.2
1204,26,73668.0,2635001,Lee Vining High,No ,No ,11.8
1205,26,73692.0,2630010,Mammoth High,No ,No ,27.8
1209,27,10272.0,2730117,"Wellington M. Smith, Jr.",No ,Yes,0.0
1210,27,10272.0,2730265,Salinas Community,No ,Yes,56.4
1212,27,65987.0,2730414,Carmel High,No ,No ,19.1
1214,27,66068.0,0141010,Pinnacle Coastal Valley High,No ,No ,85.4
1215,27,66068.0,2730174,Greenfield High,No ,No ,12.8
1216,27,66068.0,2732170,King City High,No ,No ,14.1
1218,27,66092.0,0111435,Marina High,No ,No ,17.3
1219,27,66092.0,2732808,Monterey High,No ,No ,12.0
1220,27,66092.0,2735348,Seaside High,No ,No ,17.6
1224,27,66134.0,2733657,Pacific Grove High,No ,No ,13.0
1226,27,66159.0,0136697,Rancho San Juan High,No ,No ,16.5
1227,27,66159.0,2730109,Alisal High,No ,No ,12.0
1228,27,66159.0,2730166,Everett Alvarez High,No ,No ,17.9
1229,27,66159.0,2733178,North Salinas High,No ,No ,15.0
1230,27,66159.0,2734556,Salinas High,No ,No ,12.5
1234,27,73825.0,2730034,North Monterey County High,No ,No ,29.0
1239,27,75440.0,2730190,Soledad High,No ,No ,21.3
1241,27,75473.0,2730885,Gonzales High,No ,No ,36.4
1242,28,10280.0,2830073,Crossroads Academy,No ,Yes,0.0
1247,28,66266.0,0121087,American Canyon High,No ,No ,16.0
1248,28,66266.0,2830016,Vintage High,No ,No ,16.7
1249,28,66266.0,2830115,New Technology High,No ,No ,23.6
1250,28,66266.0,2835601,Napa High,No ,No ,17.1
1252,28,66290.0,2837102,Saint Helena High,No ,No ,11.4
1253,29,10298.0,0114314,Bitney Prep High,Yes,No ,37.4
1258,29,66357.0,0112367,William & Marian Ghidotti High,No ,No ,11.5
1259,29,66357.0,0124834,Sierra Academy of Expeditionary Learning,Yes,No ,22.0
1260,29,66357.0,2930030,North Point Academy,No ,No ,35.9
1261,29,66357.0,2930048,Bear River High,No ,No ,16.1
1262,29,66357.0,2935500,Nevada Union High,No ,No ,27.9
1267,30,10306.0,0133983,Ednovate - Legacy College Prep.,Yes,No ,15.9
1272,30,10306.0,0141978,Vista Meridian Global Academy,Yes,No ,37.8
1275,30,10306.0,0134841,Orange County Workforce Innovation High,Yes,Yes,56.7
1281,30,66431.0,3030038,Cypress High,No ,No ,13.6
1282,30,66431.0,3030228,Anaheim High,No ,No ,33.0
1285,30,66431.0,3033057,Katella High,No ,No ,31.7
1286,30,66431.0,3033115,John F. Kennedy High,No ,No ,18.9
1287,30,66431.0,3033784,Loara High,No ,No ,33.1
1288,30,66431.0,3034204,Magnolia High,No ,No ,30.0
1289,30,66431.0,3036712,Savanna High,No ,No ,23.9
1290,30,66431.0,3038239,Western High,No ,No ,27.6
1293,30,66449.0,3030640,Brea Olinda High,No ,No ,10.7
1297,30,66464.0,0124131,California Preparatory Academy,No ,No ,5.6
1299,30,66464.0,3030210,Capistrano Valley High,No ,No ,20.4
1307,30,66514.0,3030855,Buena Park High,No ,No ,17.2
1308,30,66514.0,3032505,Fullerton Union High,No ,No ,17.9
1309,30,66514.0,3033362,La Habra High,No ,No ,15.4
1310,30,66514.0,3037090,Sonora High,No ,No ,11.9
1311,30,66514.0,3037348,Sunny Hills High,No ,No ,11.5
1312,30,66514.0,3037496,Troy High,No ,No ,9.7
1313,30,66514.0,3030335,La Sierra High (Alternative),No ,Yes,50.4
1315,30,66522.0,3030434,Bolsa Grande High,No ,No ,13.3
1316,30,66522.0,3032752,Garden Grove High,No ,No ,13.0
1317,30,66522.0,3033578,La Quinta High,No ,No ,9.8
1318,30,66522.0,3033933,Los Amigos High,No ,No ,19.4
1319,30,66522.0,3035581,Pacifica High,No ,No ,9.6
1320,30,66522.0,3035706,Rancho Alamitos High,No ,No ,17.0
1321,30,66522.0,3036555,Santiago High,No ,No ,17.8
1330,30,66548.0,3030145,Ocean View High,No ,No ,30.0
1331,30,66548.0,3030368,Coast High,No ,No ,21.9
1332,30,66548.0,3031895,Edison High,No ,No ,16.4
1333,30,66548.0,3032158,Fountain Valley High,No ,No ,10.2
1334,30,66548.0,3032943,Huntington Beach High,No ,No ,19.1
1335,30,66548.0,3034410,Marina High,No ,No ,19.8
1336,30,66548.0,3038445,Westminster High,No ,No ,16.6
1338,30,66555.0,3033206,Laguna Beach High,No ,No ,14.0
1339,30,66597.0,0111666,Early College High,No ,No ,5.1
1344,30,66597.0,3035045,Newport Harbor High,No ,No ,15.0
1345,30,66597.0,3034907,Back Bay High,No ,Yes,82.7
1347,30,66621.0,3030046,Canyon High,No ,No ,17.2
1348,30,66621.0,3031952,El Modena High,No ,No ,20.1
1349,30,66621.0,3035409,Orange High,No ,No ,29.8
1350,30,66621.0,3038098,Villa Park High,No ,No ,16.7
1354,30,66647.0,0119404,Yorba Linda High,No ,No ,13.5
1355,30,66647.0,3030053,Esperanza High,No ,No ,18.0
1357,30,66647.0,3031929,El Dorado High,No ,No ,13.1
1358,30,66647.0,3038023,Valencia High,No ,No ,18.2
1362,30,66670.0,0106567,Nova Academy Early College High,Yes,No ,24.6
1363,30,66670.0,0108365,Segerstrom High,No ,No ,15.6
1364,30,66670.0,0114736,Hector G. Godinez,No ,No ,11.9
1366,30,66670.0,3030491,Century High,No ,No ,27.7
1367,30,66670.0,3030608,Middle College High,No ,No ,4.9
1369,30,66670.0,3036357,Santa Ana High,No ,No ,25.5
1370,30,66670.0,3036456,Valley High,No ,No ,27.0
1374,30,73635.0,3030061,El Toro High,No ,No ,19.0
1375,30,73635.0,3030244,Laguna Hills High,No ,No ,15.8
1376,30,73635.0,3030392,Trabuco Hills High,No ,No ,19.9
1378,30,73635.0,3034956,Mission Viejo High,No ,No ,14.5
1380,30,73635.0,3030079,Silverado High,No ,Yes,68.6
1381,30,73643.0,0102871,Arnold O. Beckman High,No ,No ,11.2
1384,30,73643.0,3032109,Foothill High,No ,No ,10.2
1385,30,73643.0,3037553,Tustin High,No ,No ,14.4
1388,30,73650.0,0133405,Portola High,No ,No ,10.8
1389,30,73650.0,3030152,Irvine High,No ,No ,8.4
1390,30,73650.0,3030285,Woodbridge High,No ,No ,10.9
1392,30,73650.0,3030657,Northwood High,No ,No ,7.7
1393,30,73650.0,3035102,University High,No ,No ,10.5
1394,30,73650.0,3030129,Creekside High,No ,Yes,78.6
1395,30,73924.0,3033917,Los Alamitos High,No ,No ,16.4
1399,31,10314.0,3130101,Placer County Court,No ,Yes,2.9
1401,31,66894.0,0102293,Foresthill High,No ,No ,21.2
1402,31,66894.0,0138081,Maidu Virtual Charter Academy,Yes,No ,44.8
1403,31,66894.0,3131851,Colfax High,No ,No ,11.0
1404,31,66894.0,3132453,Del Oro High,No ,No ,9.3
1405,31,66894.0,3135704,Placer High,No ,No ,17.1
1407,31,66928.0,0116459,Antelope High,No ,No ,13.6
1409,31,66928.0,0139840,West Park High,No ,No ,9.6
1411,31,66928.0,3130119,Independence High (Alternative),No ,No ,46.6
1412,31,66928.0,3130176,Woodcreek High,No ,No ,9.9
1413,31,66928.0,3130184,Granite Bay High,No ,No ,7.3
1414,31,66928.0,3135308,Oakmont High,No ,No ,14.1
1415,31,66928.0,3136504,Roseville High,No ,No ,14.6
1417,31,66944.0,3130010,North Tahoe High,No ,No ,15.7
1419,31,66944.0,3138500,Tahoe Truckee High,No ,No ,11.8
1424,31,66951.0,0140541,Twelve Bridges High,No ,No ,17.6
1426,31,66951.0,3134657,Lincoln High,No ,No ,17.3
1428,31,75085.0,0108084,Whitney High,No ,No ,13.2
1430,31,75085.0,3130150,Rocklin High,No ,No ,9.9
1433,32,10322.0,0100057,Plumas County Community,No ,Yes,91.7
1444,33,10330.0,0125237,Leadership Military Academy,Yes,Yes,48.3
1445,33,10330.0,0128397,CBK Charter,Yes,Yes,33.1
1446,33,10330.0,0128777,Gateway College and Career Academy,Yes,Yes,55.3
1452,33,66977.0,0125732,Hillcrest High,No ,No ,20.1
1453,33,66977.0,3330008,La Sierra High,No ,No ,27.1
1454,33,66977.0,3334299,Norte Vista High,No ,No ,27.8
1463,33,66993.0,3330479,Beaumont Senior High,No ,No ,24.2
1465,33,67033.0,0110627,Eleanor Roosevelt High,No ,No ,10.4
1466,33,67033.0,0110759,John F. Kennedy High,No ,No ,6.6
1468,33,67033.0,3330446,Centennial High,No ,No ,14.9
1469,33,67033.0,3330701,Santiago High,No ,No ,18.4
1470,33,67033.0,3331600,Corona High,No ,No ,18.1
1471,33,67033.0,3334232,Norco High,No ,No ,19.4
1475,33,67058.0,0118885,Shadow Hills High,No ,No ,29.3
1477,33,67058.0,3330388,Palm Desert High,No ,No ,23.4
1478,33,67058.0,3330669,La Quinta High,No ,No ,27.3
1480,33,67058.0,3333192,Indio High,No ,No ,43.7
1484,33,67082.0,0113159,Tahquitz High,No ,No ,38.0
1487,33,67082.0,3330537,West Valley High,No ,No ,34.9
1488,33,67082.0,3332673,Hemet High,No ,No ,33.5
1490,33,67090.0,0114157,Patriot High,No ,No ,27.0
1491,33,67090.0,3330412,Jurupa Valley High,No ,No ,33.0
1492,33,67090.0,3337136,Rubidoux High,No ,No ,34.3
1497,33,67124.0,3330396,Canyon Springs High,No ,No ,28.9
1498,33,67124.0,3330438,Valley View High,No ,No ,25.0
1499,33,67124.0,3331071,Vista del Lago High,No ,No ,25.5
1500,33,67124.0,3333770,Moreno Valley High,No ,No ,30.1
1503,33,67157.0,3331014,Nuview Bridge Early College High,Yes,No ,14.9
1504,33,67173.0,0127316,Rancho Mirage High,No ,No ,28.4
1506,33,67173.0,3330578,Cathedral City High,No ,No ,29.3
1507,33,67173.0,3330818,Desert Hot Springs High,No ,No ,42.9
1508,33,67173.0,3335130,Palm Springs High,No ,No ,31.8
