,SchoolCode,School Name,Charter School,DASS,ChronicAbsenteeismRate,College Going Rate - Total (12 Months),TOTAL_EL,Percent Eligible FRPM,School Type,Educational Option Type,Met UC/CSU Grad Req's (Rate),Dropout (Rate),Homeless Student Enrollment (Rate),SPED_ENR_N,Stability Rate (percent),CumulativeEnrollment,Total Expulsions,Total Suspensions,STU_TCH_RATIO,Percentage Standard Met and Above,Students Tested with Scores (Rate)
1004,4930400,Analy High,No ,No ,24.7,76.2,41,0.4093686354378819,High Schools (Public),Traditional,56.9,2.4,0.0079470198675496,165,94.1,1510,0,51,19.2,42.35,0.8240469208211144
1005,4930855,Cloverdale High,No ,No ,36.0,67.5,72,0.5725190839694656,High Schools (Public),Traditional,38.1,3.4,0.048661800486618,49,91.9,411,0,11,17.2,22.08,0.9390243902439024
1006,4930012,Casa Grande High,No ,No ,18.8,77.9,166,0.4857834240774349,High Schools (Public),Traditional,51.5,5.1,0.016441573693482,234,92.0,1703,1,67,21.6,45.89,0.980440097799511
1007,4935151,Petaluma High,No ,No ,14.5,79.3,60,0.4090528080469405,High Schools (Public),Traditional,54.9,3.4,0.0056864337936636,216,93.2,1231,0,45,21,37.91,0.9822695035460992
1009,4930160,Elsie Allen High,No ,No ,37.5,55.7,314,0.717201166180758,High Schools (Public),Traditional,19.4,15.6,0.0823937554206418,211,80.6,1153,8,122,17,11.16,0.9347826086956522
1010,4930244,Maria Carrillo High,No ,No ,16.8,80.8,66,0.3503787878787879,High Schools (Public),Traditional,59.1,4.0,0.0165339865278628,184,94.4,1633,0,66,21.6,44.56,0.957816377171216
1011,4934154,Montgomery High,No ,No ,25.1,69.6,165,0.4964086193136472,High Schools (Public),Traditional,48.6,6.5,0.027027027027027,244,87.9,1332,6,153,18.1,24.09,0.9448275862068966
1012,4935292,Piner High,No ,No ,31.8,65.7,274,0.6436541143654114,High Schools (Public),Traditional,28.3,6.4,0.049935149156939,226,89.4,1542,5,129,20.9,23.34,0.946268656716418
1013,4936803,Santa Rosa High,No ,No ,24.1,73.1,147,0.583386992916935,High Schools (Public),Traditional,42.8,6.3,0.0401459854014598,269,87.5,1644,0,89,21,28.05,0.8961748633879781
1014,4937256,Sonoma Valley High,No ,No ,15.5,68.9,130,0.3277310924369748,High Schools (Public),Traditional,55.3,3.4,0.0018034265103697,177,93.2,1109,2,38,19,18.44,0.9457364341085271
1016,4935482,Rancho Cotate High,No ,No ,23.2,67.3,278,0.4706552706552706,High Schools (Public),Traditional,36.5,7.2,0.0349154391707583,276,90.8,1833,2,70,22.6,0.0,0.7333333333333333
1017,4930228,Windsor High,No ,No ,11.6,70.6,150,0.4835294117647059,High Schools (Public),Traditional,39.8,2.6,0.0078607523862998,229,92.9,1781,1,63,20,28.75,0.9974619289340102
1018,4932554,Healdsburg High,No ,No ,32.2,74.0,31,0.5646123260437376,High Schools (Public),Traditional,67.7,0.0,0.0,54,93.8,519,3,30,17.1,48.11,0.9906542056074766
1019,107136,Whitmore Charter High,Yes,No ,1.9,56.3,8,0.5416666666666666,High Schools (Public),Traditional,65.4,0.0,0.0094339622641509,6,84.9,106,0,4,19.4,30.77,0.9629629629629628
1020,108076,Central Valley High,No ,No ,14.8,68.3,382,0.8744065602071645,High Schools (Public),Traditional,54.0,2.7,0.0294840294840294,165,89.7,2442,1,374,23.5,35.28,0.9869646182495344
1022,5030879,Ceres High,No ,No ,14.4,67.8,303,0.8698795180722891,High Schools (Public),Traditional,51.2,3.1,0.033656588705077,178,88.1,1753,4,367,22.6,35.15,1.0
1023,5031521,Denair High,No ,No ,27.7,60.0,58,0.7516339869281046,High Schools (Public),Traditional,31.6,0.0,0.0766871165644171,46,91.5,326,2,36,17.9,6.35,1.0
1024,110593,James C. Enochs High,No ,No ,12.8,72.3,90,0.4548611111111111,High Schools (Public),Traditional,52.9,0.0,0.0054690786705931,200,93.6,2377,0,97,23.2,38.36,0.9826923076923076
1025,121129,Joseph A. Gregori High,No ,No ,18.7,70.2,194,0.5856777493606138,High Schools (Public),Traditional,50.9,0.0,0.002061855670103,243,93.2,2425,0,85,23,27.08,0.9777777777777776
1026,5030010,Fred C. Beyer High,No ,No ,18.7,67.1,172,0.6215040397762586,High Schools (Public),Traditional,43.4,2.1,0.0058788947677836,258,89.7,1701,0,102,21.7,28.45,0.9861111111111112
1027,5030135,Peter Johansen High,No ,No ,32.3,50.3,380,0.8186298669295219,High Schools (Public),Traditional,39.6,3.2,0.0196436729100045,308,85.2,2189,1,61,22.1,21.4,0.9682875264270612
1028,5031380,Grace M. Davis High,No ,No ,26.6,58.7,490,0.8017282765242438,High Schools (Public),Traditional,35.7,1.3,0.019767941555651,241,77.7,2327,1,133,21.5,21.87,0.9853556485355648
1029,5031802,Thomas Downey High,No ,No ,25.5,58.1,412,0.760036496350365,High Schools (Public),Traditional,36.9,0.4,0.016246259085079,286,86.1,2339,0,155,23.4,28.8,0.9559471365638766
1030,5034905,Modesto High,No ,No ,28.7,54.2,592,0.837260034904014,High Schools (Public),Traditional,44.5,2.5,0.0181144503911074,273,86.3,2429,0,98,21.8,28.93,0.9516908212560388
1031,5036256,Patterson High,No ,No ,18.4,64.8,444,0.7355191256830601,High Schools (Public),Traditional,44.4,0.7,0.0263022176379577,312,87.8,1939,17,116,20.6,,
1032,5035902,Orestimba High,No ,No ,22.4,60.8,200,0.6086486486486486,High Schools (Public),Traditional,44.9,0.9,0.0071138211382113,133,89.6,984,1,55,20.4,14.41,1.0
1033,5032651,Hughson High,No ,No ,14.4,64.4,59,0.5715948777648429,High Schools (Public),Traditional,49.5,1.6,0.0033594624860022,64,91.9,893,0,41,23.9,18.4,0.9906542056074766
1034,5036850,Riverbank High,No ,No ,22.1,56.3,141,0.7311827956989247,High Schools (Public),Traditional,43.0,1.9,0.0361290322580645,75,91.6,775,0,39,19,20.1,0.9851485148514852
1036,5035654,Oakdale High,No ,No ,16.2,68.0,97,0.3474088291746641,High Schools (Public),Traditional,39.0,1.7,0.0067278287461773,185,89.4,1635,11,107,21.6,15.38,0.896551724137931
1037,5030259,Waterford High,No ,No ,19.8,53.8,96,0.8591065292096219,High Schools (Public),Traditional,5.3,1.5,0.0082918739635157,110,89.4,603,2,34,19.2,25.19,0.9776119402985076
1038,5030283,John H. Pitman High,No ,No ,21.7,71.5,321,0.6586102719033232,High Schools (Public),Traditional,61.1,1.7,0.0141110065851364,213,89.8,2126,0,131,22,17.01,0.7060041407867494
1039,5037700,Turlock High,No ,No ,22.9,71.3,588,0.5877369907220653,High Schools (Public),Traditional,39.6,3.9,0.0152303120356612,349,88.9,2692,0,125,20.9,25.88,0.9926605504587156
1042,5135256,Live Oak High,No ,No ,15.9,76.0,37,0.714759535655058,High Schools (Public),Traditional,47.1,0.0,0.0093603744149766,85,88.3,641,0,57,19.5,28.06,0.9586206896551724
1043,5137500,Sutter Union High,No ,No ,17.3,62.6,16,0.2534059945504087,High Schools (Public),Traditional,42.2,0.0,0.0269541778975741,55,95.8,742,0,9,21.2,26.8,0.9745222929936306
1044,107722,River Valley High,No ,No ,17.1,68.7,189,0.6890855457227139,High Schools (Public),Traditional,43.7,12.9,0.0269978401727861,175,81.6,1852,2,266,20.5,21.39,0.9113924050632912
1045,5139001,Yuba City High,No ,No ,21.6,66.6,161,0.7115613825983313,High Schools (Public),Traditional,37.1,9.5,0.0242980561555075,199,83.3,1852,3,204,21.1,23.96,0.922879177377892
1046,137414,Corning Independent Study,No ,No ,60.0,,3,0.6896551724137931,High Schools (Public),Traditional,,,0.0273972602739726,3,24.7,73,0,0,19.3,,0.6666666666666666
1047,5231709,Corning High,No ,No ,13.5,59.0,235,0.824435318275154,High Schools (Public),Traditional,28.4,1.9,0.0461095100864553,127,86.0,1041,0,65,18.1,19.18,0.9959349593495936
1049,5235106,Los Molinos High,No ,No ,19.3,58.3,22,0.5763546798029556,High Schools (Public),Traditional,40.0,11.8,0.0307017543859649,30,85.4,228,0,28,15.5,36.36,0.9565217391304348
1050,5237201,Red Bluff High,No ,No ,18.2,59.0,98,0.7559899117276166,High Schools (Public),Traditional,34.8,2.5,0.0502092050209205,245,84.3,1673,0,24,18.8,30.57,0.9859154929577464
1052,5337407,Hayfork High,No ,No ,10.2,55.0,9,0.78125,High Schools (Public),Traditional,50.0,0.0,0.2424242424242424,17,89.9,99,0,1,16,55.0,1.0
1053,5337456,Trinity High,No ,No ,29.5,58.3,7,0.6089965397923875,High Schools (Public),Traditional,26.5,0.0,0.0921052631578947,36,86.8,304,4,84,17.6,,0.0
1054,119602,University Preparatory High,Yes,No ,3.1,91.2,11,0.375494071146245,High Schools (Public),Traditional,81.5,4.4,0.0,12,91.2,262,0,3,24.8,80.49,0.9761904761904762
1055,5433230,Orosi High,No ,No ,12.7,69.7,318,0.96028880866426,High Schools (Public),Traditional,42.2,0.5,0.0462478184991274,75,92.4,1146,2,45,19.2,20.53,0.9962121212121212
1057,5432414,Lindsay Senior High,No ,No ,17.1,62.8,198,0.8613074204946997,High Schools (Public),Traditional,57.0,1.5,0.0731497418244406,137,91.3,1162,2,46,19.8,35.22,0.9583333333333334
1058,109751,Visalia Charter Independent Study,Yes,No ,17.1,46.3,37,0.7029126213592233,High Schools (Public),Traditional,17.1,1.8,0.0312075983717774,34,50.7,737,0,2,10.8,12.0,0.966183574879227
1059,120659,Visalia Technical Early College,Yes,No ,11.1,75.6,16,0.5648148148148148,High Schools (Public),Traditional,58.5,0.0,0.0313901345291479,28,89.2,223,0,17,15.4,42.19,1.0
1060,5430046,Golden West High,No ,No ,18.4,72.2,259,0.7071393880524527,High Schools (Public),Traditional,39.1,2.4,0.0451230628988149,240,84.9,2194,4,179,21.4,24.1,0.9715536105032824
1061,5430368,El Diamante High,No ,No ,18.2,81.5,122,0.6264550264550265,High Schools (Public),Traditional,64.9,1.1,0.0378863409770687,256,85.8,2006,1,21,21.2,37.04,0.984375
1062,5432828,Mt. Whitney High,No ,No ,18.4,67.8,233,0.7397678680513133,High Schools (Public),Traditional,38.0,2.2,0.0468661773009599,188,82.9,1771,9,165,21,26.35,0.9752321981424148
1063,5434527,Redwood High,No ,No ,11.3,79.3,156,0.4751004016064257,High Schools (Public),Traditional,62.8,0.0,0.0291411042944785,210,89.6,2608,0,54,23.4,48.57,0.9789473684210528
1064,5430210,Farmersville High,No ,No ,12.2,66.9,134,0.8663853727144867,High Schools (Public),Traditional,47.0,0.0,0.0303830911492734,54,90.2,757,2,78,21.4,13.07,0.9832402234636872
1065,116590,Harmony Magnet Academy,Yes,No ,10.0,71.2,40,0.730844793713163,High Schools (Public),Traditional,92.0,0.9,0.0019193857965451,7,95.8,521,0,0,24.8,64.23,0.9919354838709676
1066,5430251,Granite Hills High,No ,No ,21.4,51.4,305,0.9560530679933664,High Schools (Public),Traditional,41.1,6.3,0.0183626625860749,92,84.5,1307,4,60,22.2,23.05,0.9907407407407408
1067,5432786,Monache High,No ,No ,19.2,57.2,272,0.8118598382749326,High Schools (Public),Traditional,43.1,4.2,0.0157946692991115,172,87.6,2026,9,79,20.8,28.67,0.9866369710467706
1068,5434931,Strathmore High,No ,No ,18.6,43.6,93,0.8881118881118881,High Schools (Public),Traditional,38.0,8.9,0.0122699386503067,36,82.4,326,1,9,13.7,15.58,0.9625
1069,5431184,Dinuba High,No ,No ,15.4,69.6,512,0.76548463356974,High Schools (Public),Traditional,35.2,0.7,0.0171790235081374,156,89.4,2212,12,87,23.4,13.89,0.9649484536082474
1070,5431598,Exeter Union High,No ,No ,14.5,74.9,105,0.6556655665566556,High Schools (Public),Traditional,41.4,0.5,0.0252100840336134,70,88.2,952,3,67,23.8,36.7,1.0
1072,5536503,Sonora High,No ,No ,26.7,69.2,19,0.3829545454545454,High Schools (Public),Traditional,26.3,1.5,0.0494623655913978,143,84.8,930,2,118,23.2,35.63,0.9775280898876404
1073,5536750,Summerville High,No ,No ,22.3,52.0,3,0.4547244094488189,High Schools (Public),Traditional,34.0,0.0,0.0189035916824196,45,89.6,529,1,48,22.7,26.19,0.984375
1074,5530076,Tioga High,No ,No ,48.1,,1,0.4897959183673469,High Schools (Public),Traditional,0.0,12.5,0.109090909090909,6,70.9,55,0,2,8.2,,0.875
1075,5530084,Don Pedro High,No ,No ,0.0,35.7,4,0.5483870967741935,High Schools (Public),Traditional,,,0.0,3,74.4,39,0,1,5.1,,1.0
1076,5632021,Fillmore Senior High,No ,No ,15.9,73.7,106,0.7090367428003972,High Schools (Public),Traditional,53.1,1.2,0.0254476908576814,169,89.6,1061,3,93,21.1,23.08,0.9778761061946902
1077,5634076,Nordhoff High,No ,No ,18.7,80.8,26,0.5086805555555556,High Schools (Public),Traditional,75.9,7.2,0.0265780730897009,80,90.2,602,0,8,18.1,29.46,0.9411764705882352
1078,120634,"Architecture, Construction & Engineering Charter High (ACE)",Yes,No ,19.2,67.2,32,0.3609022556390977,High Schools (Public),Traditional,27.1,15.8,0.0,52,84.1,296,0,15,16.9,0.0,1.0
1080,131698,Rancho Campana High,No ,No ,8.3,85.0,10,0.3813559322033898,High Schools (Public),Traditional,66.3,3.1,0.0464285714285714,95,95.0,840,0,20,23.4,64.77,0.965
1082,5630389,Pacifica High,No ,No ,25.5,68.6,432,0.8119626168224299,High Schools (Public),Traditional,41.4,5.3,0.1301128349788434,395,89.1,2836,9,116,23,17.01,0.9772117962466488
1083,5631619,Adolfo Camarillo High,No ,No ,16.9,82.6,90,0.4088369730827831,High Schools (Public),Traditional,50.5,2.3,0.0527831094049904,275,89.5,2084,0,92,24.1,34.41,0.941304347826087
1084,5631742,Channel Islands High,No ,No ,27.8,76.4,394,0.8827731092436975,High Schools (Public),Traditional,41.3,2.9,0.0989187024429315,325,90.4,2497,14,140,24,18.96,0.96415770609319
1085,5632849,Hueneme High,No ,No ,30.1,70.7,392,0.912179822268688,High Schools (Public),Traditional,35.3,5.9,0.1118195193722413,270,85.6,2039,6,176,20.7,14.66,0.9827956989247312
1086,5634548,Oxnard High,No ,No ,23.5,79.3,237,0.7610114192495921,High Schools (Public),Traditional,40.6,3.2,0.0853135956369302,422,90.1,2567,9,149,22.4,22.74,0.9601386481802426
1087,5634761,Rio Mesa High,No ,No ,21.7,79.2,271,0.725781650435674,High Schools (Public),Traditional,30.9,4.3,0.0832540437678401,273,86.3,2102,6,127,22,32.15,0.9896694214876032
1088,5630322,Santa Susana High,No ,No ,15.8,85.3,32,0.3049370764762826,High Schools (Public),Traditional,67.2,0.4,0.0140845070422535,125,93.7,1065,0,31,20,60.34,0.9747899159663864
1089,5635008,Royal High,No ,No ,19.0,74.9,222,0.4310626702997275,High Schools (Public),Traditional,52.3,2.6,0.0440871369294605,266,90.3,1928,1,125,21.7,40.1,0.9633251833740832
1090,5636188,Simi Valley High,No ,No ,16.9,83.5,145,0.3649214659685864,High Schools (Public),Traditional,48.7,0.7,0.0369815092453773,262,90.5,2001,2,76,24.3,33.88,0.9550561797752808
1092,5630348,Foothill Technology High,No ,No ,8.7,88.8,29,0.3880126182965299,High Schools (Public),Traditional,70.3,0.4,0.0155925155925155,76,97.1,962,0,6,27.2,,
1093,5630793,Buena High,No ,No ,15.2,81.5,148,0.6018927444794953,High Schools (Public),Traditional,39.2,4.3,0.0458107293550331,288,89.3,1659,0,18,22.1,27.63,0.9487179487179488
1094,5637822,Ventura High,No ,No ,17.1,79.7,268,0.6039195461578133,High Schools (Public),Traditional,36.3,3.0,0.053170731707317,282,89.0,2050,1,31,23.4,,
1095,5630116,Westlake High,No ,No ,16.9,90.6,60,0.1768421052631578,High Schools (Public),Traditional,76.7,0.2,0.0156644770085901,173,93.0,1979,0,54,23.6,52.53,0.984126984126984
1096,5633748,Newbury Park High,No ,No ,13.1,78.4,130,0.1748900830483634,High Schools (Public),Traditional,62.8,1.7,0.0331439393939393,261,92.7,2112,1,56,21.8,50.34,0.9300847457627118
1097,5637004,Thousand Oaks High,No ,No ,16.9,82.3,98,0.2378156194950088,High Schools (Public),Traditional,55.1,1.6,0.0434534019439679,289,94.3,1749,0,73,20.7,35.64,0.9353233830845772
1098,5630132,Oak Park High,No ,No ,6.7,91.2,19,0.1240728253540121,High Schools (Public),Traditional,86.9,0.3,0.0006565988181221,72,94.4,1523,0,25,23.3,78.21,0.9178082191780822
1099,5633250,Moorpark High,No ,No ,15.1,78.1,90,0.3654642223536369,High Schools (Public),Traditional,50.8,1.8,0.0080459770114942,287,93.5,1740,0,115,23.9,41.02,0.9694117647058824
1100,5635776,Santa Paula High,No ,No ,19.8,77.0,248,0.8353413654618473,High Schools (Public),Traditional,49.0,1.4,0.0740506329113924,240,88.9,1580,3,131,18.9,20.94,0.9941348973607038
1101,135939,Washington Middle College High,Yes,No ,8.0,80.0,5,0.6842105263157895,High Schools (Public),Traditional,100.0,0.0,0.0114285714285714,2,92.6,175,0,0,24.4,72.22,1.0
1102,5735154,River City High,No ,No ,26.5,66.3,198,0.676660516605166,High Schools (Public),Traditional,48.5,3.6,0.0281814178775869,217,87.8,2271,1,248,21.7,34.0,0.9594594594594594
1103,101162,Pioneer High,No ,No ,16.4,69.8,148,0.7111251580278128,High Schools (Public),Traditional,45.7,1.6,0.0189139719341061,193,93.0,1639,2,154,20.4,27.14,0.952247191011236
1104,5738802,Woodland Senior High,No ,No ,11.9,68.4,116,0.7662337662337663,High Schools (Public),Traditional,39.3,3.3,0.0108514190317195,169,88.8,1198,0,201,19,19.92,0.9525691699604744
1105,5830013,Lindhurst High,No ,No ,24.8,60.1,281,0.7679425837320574,High Schools (Public),Traditional,25.4,5.0,0.0503597122302158,179,81.3,1390,5,257,21,19.51,1.0
1106,5835202,Marysville High,No ,No ,20.4,60.4,67,0.6218568665377177,High Schools (Public),Traditional,28.1,5.5,0.0607985480943738,151,83.3,1102,3,103,20,21.76,0.946078431372549
1107,5838305,Wheatland Union High,No ,No ,15.1,60.1,46,0.7478833490122295,High Schools (Public),Traditional,41.4,2.5,0.0387665198237885,140,88.4,1135,2,59,20.5,37.84,0.9487179487179488
