,School Code,Percent Eligible FRPM,School Type,Educational Option Type
7350,3732732,0.6546593578700078,High Schools (Public),Traditional
7351,3734548,0.7621516526247569,High Schools (Public),Traditional
7352,3734761,0.792722547108512,High Schools (Public),Traditional
7366,3733219,0.5446428571428571,High Schools In 1 School Dist. (Public),Traditional
7415,0123224,0.6724565756823822,High Schools (Public),Traditional
7423,3734878,0.4199029126213592,High Schools (Public),Traditional
7447,0118935,0.09542432538130621,High Schools (Public),Traditional
7450,3730074,0.1738888888888889,High Schools (Public),Traditional
7451,3730819,0.1520361990950226,High Schools (Public),Traditional
7452,3731528,0.11909262759924386,High Schools (Public),Traditional
7454,3735867,0.21751546882436934,High Schools (Public),Traditional
7486,3735974,0.5719373219373219,High Schools (Public),Traditional
7498,0106732,0.5041782729805014,High Schools (Public),Traditional
7500,0107078,0.7363896848137536,High Schools (Public),Traditional
7501,0107086,0.8146964856230032,High Schools (Public),Traditional
7502,0107094,0.7640117994100295,High Schools (Public),Traditional
7503,0107102,0.7676767676767676,High Schools (Public),Traditional
7504,0107177,0.928679817905918,High Schools (Public),Traditional
7505,0107219,0.7103620474406991,High Schools (Public),Traditional
7506,0107482,0.4957983193277311,Alternative Schools of Choice,Alternative School of Choice
7512,0108787,0.4309859154929577,High Schools (Public),Traditional
7518,0114025,0.8977807666442502,High Schools (Public),Traditional
7521,0114462,0.719626168224299,High Schools (Public),Traditional
7525,0118315,0.6521739130434783,Alternative Schools of Choice,Alternative School of Choice
7526,0118851,0.9690265486725663,High Schools (Public),Traditional
7530,0122788,0.22672064777327935,High Schools (Public),Traditional
7536,0127647,0.7611111111111111,High Schools (Public),Traditional
7548,3730173,0.5849535080304311,High Schools (Public),Traditional
7549,3730181,0.5711019661636946,High Schools (Public),Traditional
7550,3730231,0.8805460750853242,Continuation High Schools,Continuation School
7551,3730314,0.489419795221843,High Schools (Public),Traditional
7555,3730884,0.1984126984126984,High Schools (Public),Traditional
7560,3731213,0.5735115431348724,High Schools (Public),Traditional
7561,3731247,0.470873786407767,High Schools (Public),Traditional
7564,3732781,0.4164989939637827,High Schools (Public),Traditional
7565,3732997,0.8920934858279463,High Schools (Public),Traditional
7566,3733508,0.3023850085178876,High Schools (Public),Traditional
7567,3733698,0.8076923076923077,High Schools (Public),Traditional
7568,3734431,0.4443548387096774,High Schools (Public),Traditional
7569,3734654,0.8007542426147077,High Schools (Public),Traditional
7570,3735750,0.4332946635730858,High Schools (Public),Traditional
7571,3737962,0.9513274336283186,Continuation High Schools,Continuation School
7714,0106328,0.11411271541686073,High Schools (Public),Traditional
7716,3730033,0.17665615141955837,High Schools (Public),Traditional
7717,3731007,0.1826381059751973,High Schools (Public),Traditional
7718,3737384,0.3333333333333333,Continuation High Schools,Continuation School
7719,3737418,0.2490504612045578,High Schools (Public),Traditional
7765,0125401,0.6926406926406926,K-12 Schools (Public),Traditional
7770,0111831,0.2761031017911752,High Schools (Public),Traditional
7774,3730124,0.8438899552143314,High Schools (Public),Traditional
7775,3730405,0.3709183673469388,High Schools (Public),Traditional
7776,3730801,0.8231841526045488,High Schools (Public),Traditional
7777,3730843,0.22526398122800156,High Schools (Public),Traditional
7778,3731064,0.8009656652360515,High Schools (Public),Traditional
7780,3731304,0.5730994152046783,High Schools (Public),Traditional
7782,3731502,0.783101494075219,High Schools (Public),Traditional
7783,3731627,0.325,High Schools (Public),Traditional
7785,3732849,0.7735742518351214,High Schools (Public),Traditional
7786,3733953,0.7689144736842105,High Schools (Public),Traditional
7787,3738226,0.891703056768559,High Schools (Public),Traditional
7788,3738234,0.8067602040816326,High Schools (Public),Traditional
7807,0114264,0.6896551724137931,High Schools (Public),Traditional
7810,0118430,0.4413173652694611,Alternative Schools of Choice,Alternative School of Choice
7815,3730728,0.7008722421754746,High Schools (Public),Traditional
7818,3738705,0.8465063001145475,High Schools (Public),Traditional
7837,0127423,0.2979053529868115,High Schools (Public),Traditional
7839,3730694,0.3154965753424658,High Schools (Public),Traditional
7840,3731163,0.34210526315789475,Alternative Schools of Choice,Alternative School of Choice
7858,3735206,0.7448665297741273,High Schools (Public),Traditional
7859,3739018,0.6703207470564353,High Schools (Public),Traditional
7879,0105726,0.4463831334060342,High Schools (Public),Traditional
7886,3737632,0.319530485816759,High Schools (Public),Traditional
7903,0139451,0.4740973312401884,High Schools (Public),Traditional
7909,3731114,0.6167441860465116,High Schools (Public),Traditional
7917,0114678,0.4744408945686901,High Schools (Public),Traditional
7918,0114694,0.4156479217603912,High Schools (Public),Traditional
7923,0137067,0.4045977011494253,High Schools (Public),Traditional
7928,0129320,0.6666666666666666,High Schools (Public),Traditional
7937,3830361,1.0,Juvenile Court Schools,Juvenile Court School
7938,3830395,0.7611940298507462,Opportunity Schools,Opportunity School
7946,0102103,0.7045454545454546,Alternative Schools of Choice,Alternative School of Choice
7947,0107300,0.5289672544080605,High Schools (Public),Traditional
7954,0119875,0.7303664921465969,Alternative Schools of Choice,Alternative School of Choice
7955,0119958,0.5609756097560976,Alternative Schools of Choice,Alternative School of Choice
7960,0127530,0.8928571428571429,High Schools (Public),Traditional
7962,3830031,0.7727272727272727,Continuation High Schools,Continuation School
7963,3830064,0.7126436781609196,Continuation High Schools,Continuation School
7964,3830197,0.5659574468085107,Alternative Schools of Choice,Alternative School of Choice
7965,3830205,0.5076628352490421,High Schools (Public),Traditional
7966,3830254,0.6771728748806113,High Schools (Public),Traditional
7967,3830288,0.6373182552504039,High Schools (Public),Traditional
7968,3830387,0.22205882352941175,Alternative Schools of Choice,Alternative School of Choice
7969,3830403,0.7894736842105263,High Schools (Public),Traditional
7970,3830429,0.7446808510638298,High Schools (Public),Traditional
7971,3830437,0.5258620689655172,High Schools (Public),Traditional
7972,3831765,0.6291428571428571,High Schools (Public),Traditional
7973,3833241,0.5453230472516876,High Schools (Public),Traditional
7974,3833407,0.42512640995721507,High Schools (Public),Traditional
7975,3834082,0.6253776435045317,High Schools (Public),Traditional
7976,3834769,0.7043478260869566,High Schools (Public),Traditional
7977,3839081,0.5183752417794971,High Schools (Public),Traditional
8072,3932308,0.4822085889570552,High Schools (Public),Traditional
8089,3933801,0.7076044269903606,High Schools (Public),Traditional
8100,3933959,0.693135935397039,High Schools (Public),Traditional
8108,0101956,0.579250720461095,High Schools (Public),Traditional
8114,0108225,0.7688564476885644,High Schools (Public),Traditional
8122,3930237,0.6576623376623376,High Schools (Public),Traditional
8125,3930443,0.5364431486880467,High Schools (Public),Traditional
8126,3934759,0.6929057337220602,High Schools (Public),Traditional
8128,3934783,0.6091188524590164,High Schools (Public),Traditional
8160,0101576,0.7259450171821306,High Schools (Public),Traditional
8165,0116376,0.6224764468371468,High Schools (Public),Traditional
8166,3930310,0.5586826347305389,High Schools (Public),Traditional
8168,3932001,0.6240157480314961,High Schools (Public),Traditional
8169,3935103,0.6696381751442055,High Schools (Public),Traditional
8196,0133116,0.7635782747603834,K-12 Schools (Public),Traditional
8198,0136135,0.574468085106383,K-12 Schools (Public),Traditional
8207,3935756,0.26165556612749763,High Schools (Public),Traditional
8214,0108159,0.7491340920336467,High Schools (Public),Traditional
8224,0115402,0.79,Alternative Schools of Choice,Alternative School of Choice
8228,0119743,0.6448598130841121,High Schools (Public),Traditional
8229,0119784,0.8952879581151832,High Schools (Public),Traditional
8234,0123802,0.7902439024390244,High Schools (Public),Traditional
8235,0124248,0.6130653266331658,High Schools (Public),Traditional
8244,3930427,0.7849162011173184,Alternative Schools of Choice,Alternative School of Choice
8245,3932100,0.797027600849257,High Schools (Public),Traditional
8247,3937406,0.7459749552772809,High Schools (Public),Traditional
8283,0102392,0.22477064220183487,High Schools (Public),Traditional
8286,0119040,0.5374921235034656,High Schools (Public),Traditional
8288,3930302,0.7578125,High Schools (Public),Traditional
8290,3938008,0.6267970097757332,High Schools (Public),Traditional
8308,0128967,0.10790774299835255,High Schools (Public),Traditional
8326,4030102,0.4088050314465409,Alternative Schools of Choice,Alternative School of Choice
8328,4030755,0.449438202247191,High Schools (Public),Traditional
8341,0125328,0.5031446540880503,High Schools (Public),Traditional
8343,4030268,0.702075702075702,High Schools (Public),Traditional
8363,4034807,0.511318242343542,High Schools (Public),Traditional
8364,4036703,0.3903456495828367,High Schools (Public),Traditional
8381,4037008,0.7108433734939759,High Schools (Public),Traditional
8386,4030185,0.34375,Alternative Schools of Choice,Alternative School of Choice
8387,4037701,0.28413793103448276,High Schools (Public),Traditional
8393,0119354,0.5547445255474452,Alternative Schools of Choice,Alternative School of Choice
8396,4035754,0.649546827794562,High Schools (Public),Traditional
8405,4032009,0.8867924528301887,High Schools (Public),Traditional
8411,0135269,0.6666666666666666,High Schools (Public),Traditional
8436,4132817,0.25686059275521406,High Schools (Public),Traditional
8466,0127548,0.32751091703056767,High Schools (Public),Traditional
8467,4133393,0.41138059701492535,High Schools (Public),Traditional
8468,4135075,0.18683651804670912,Alternative Schools of Choice,Alternative School of Choice
8469,4137535,0.14864864864864866,High Schools (Public),Traditional
8470,4137592,0.5280898876404494,Continuation High Schools,Continuation School
8471,4137790,0.4084507042253521,High Schools (Public),Traditional
8481,4135331,0.345679012345679,High Schools (Public),Traditional
8565,0129759,0.07231040564373897,High Schools (Public),Traditional
8568,4130217,0.16827503015681544,High Schools (Public),Traditional
8569,4130472,0.13329121920404297,High Schools (Public),Traditional
8570,4130738,0.34213006597549483,High Schools (Public),Traditional
8571,4133070,0.25236593059936907,High Schools (Public),Traditional
8572,4134557,0.20269058295964126,High Schools (Public),Traditional
8573,4136370,0.3808606294155427,High Schools (Public),Traditional
8576,0112722,0.7167235494880546,High Schools (Public),Traditional
8578,0126722,0.6330935251798561,High Schools (Public),Traditional
8579,0138420,0.4009433962264151,High Schools (Public),Traditional
8580,0139915,0.9587628865979382,High Schools (Public),Traditional
8581,4130993,0.09322033898305085,High Schools (Public),Traditional
8582,4133716,0.329935125115848,High Schools (Public),Traditional
8584,4136693,0.3926645091693635,High Schools (Public),Traditional
8585,4138053,0.28674698795180725,High Schools (Public),Traditional
8589,4132551,0.25071225071225073,High Schools (Public),Traditional
8590,4137279,0.4180790960451977,High Schools (Public),Traditional
8639,4230587,0.6526138279932546,High Schools (Public),Traditional
8666,4230454,0.4830188679245283,High Schools (Public),Traditional
8668,4233060,0.7671060891399875,High Schools (Public),Traditional
8692,0102285,0.7188311688311688,High Schools (Public),Traditional
8694,4234613,0.554635761589404,High Schools (Public),Traditional
8695,4236030,0.7610563156220171,High Schools (Public),Traditional
8698,4236345,0.27091136079900124,High Schools (Public),Traditional
8703,4231205,0.8181818181818182,High Schools (Public),Traditional
8706,0120402,0.5966386554621849,Alternative Schools of Choice,Alternative School of Choice
8708,4231726,0.43927408096789206,High Schools (Public),Traditional
8710,4235230,0.5804776739356179,High Schools (Public),Traditional
8711,4235727,0.6174636174636174,High Schools (Public),Traditional
8743,0123794,0.2898172323759791,High Schools (Public),Traditional
8753,0135087,0.696113074204947,High Schools (Public),Traditional
8754,4330254,1.0,Juvenile Court Schools,Juvenile Court School
8820,4330239,0.17993630573248406,High Schools (Public),Traditional
8822,4330866,0.3142857142857143,High Schools (Public),Traditional
8823,4331955,0.6962962962962963,High Schools (Public),Traditional
8824,4336137,0.49246575342465754,High Schools (Public),Traditional
8825,4338505,0.41973840665873957,High Schools (Public),Traditional
8852,0107151,0.8267477203647416,High Schools (Public),Traditional
8853,0116889,0.708984375,High Schools (Public),Traditional
8855,0125617,0.8977635782747604,High Schools (Public),Traditional
8856,0130856,0.8355555555555556,High Schools (Public),Traditional
8857,0131995,0.8812260536398467,High Schools (Public),Traditional
8858,0132274,0.7283950617283951,High Schools (Public),Traditional
8859,4330015,0.6191066997518611,High Schools (Public),Traditional
8860,4330023,0.2788191190253046,High Schools (Public),Traditional
8861,4330031,0.46963739624290085,High Schools (Public),Traditional
8865,4330668,0.831353919239905,High Schools (Public),Traditional
8867,4330692,0.2241953385127636,High Schools (Public),Traditional
8870,4332995,0.6758312020460358,High Schools (Public),Traditional
8871,4333639,0.6577726218097448,High Schools (Public),Traditional
8872,4334900,0.625250501002004,High Schools (Public),Traditional
8873,4335204,0.5618631732168851,High Schools (Public),Traditional
8874,4335428,0.6265590608950844,High Schools (Public),Traditional
8875,4335907,0.3013555787278415,High Schools (Public),Traditional
8876,4337903,0.44600280504908835,High Schools (Public),Traditional
8918,4330569,0.16666666666666666,District Community Day Schools,Community Day School
8919,4331799,0.10222222222222223,High Schools (Public),Traditional
8920,4332474,0.23737864077669904,High Schools (Public),Traditional
8921,4333316,0.1591726618705036,High Schools (Public),Traditional
8922,4334421,0.06521739130434782,High Schools (Public),Traditional
8923,4334462,0.05950920245398773,High Schools (Public),Traditional
8926,0114496,0.3980263157894737,High Schools (Public),Traditional
8927,0118380,0.37975460122699384,High Schools (Public),Traditional
8929,4332839,0.511742892459827,High Schools (Public),Traditional
8961,4334371,0.06844305120167189,High Schools (Public),Traditional
8962,4337762,0.034453057708871665,High Schools (Public),Traditional
8974,0102368,0.30311052283256124,High Schools (Public),Traditional
8975,4333951,0.4196185286103542,High Schools (Public),Traditional
9002,4334116,0.16543778801843317,High Schools (Public),Traditional
9003,4334728,0.12665752171925013,High Schools (Public),Traditional
9036,4332904,0.11685940353012782,High Schools (Public),Traditional
9037,4335782,0.13326282390269698,High Schools (Public),Traditional
9059,4330080,0.5456989247311828,High Schools (Public),Traditional
9063,4333522,0.11284840244731476,High Schools (Public),Traditional
9064,4333795,0.5616352201257861,High Schools (Public),Traditional
9065,4335949,0.3079684134960517,High Schools (Public),Traditional
9066,4337200,0.6990846681922197,High Schools (Public),Traditional
9067,4338950,0.3882047958522359,High Schools (Public),Traditional
9106,0135970,0.3114754098360656,Alternative Schools of Choice,Alternative School of Choice
9109,0141283,0.31771595900439237,High Schools (Public),Traditional
9110,4330122,0.23631990378833434,High Schools (Public),Traditional
9111,4330247,0.4198473282442748,Alternative Schools of Choice,Alternative School of Choice
9113,4338802,0.26022304832713755,High Schools (Public),Traditional
9161,4331039,0.7428571428571429,Continuation High Schools,Continuation School
9162,4334470,0.4395078605604921,High Schools (Public),Traditional
9174,0137315,0.7643097643097643,High Schools In 1 School Dist. (Public),Traditional
9177,4430146,1.0,Juvenile Court Schools,Juvenile Court School
9197,0105858,0.843000773395205,High Schools (Public),Traditional
9203,4430245,0.7701149425287356,High Schools (Public),Traditional
9204,4430518,0.4764521193092622,High Schools (Public),Traditional
9206,4437901,0.910609480812641,High Schools (Public),Traditional
9233,4436754,0.20242214532871972,High Schools (Public),Traditional
9244,4430096,0.4107142857142857,Alternative Schools of Choice,Alternative School of Choice
9245,4430187,0.3893805309734513,High Schools (Public),Traditional
9247,4432340,0.3820335636722606,High Schools (Public),Traditional
9249,4437109,0.22689844464775846,High Schools (Public),Traditional
9250,4437406,0.2905027932960894,High Schools (Public),Traditional
9260,4430211,0.10965630114566285,High Schools (Public),Traditional
9269,4530150,1.0,Juvenile Court Schools,Juvenile Court School
9272,4530028,0.47146739130434784,High Schools (Public),Traditional
9273,4530051,0.532608695652174,Alternative Schools of Choice,Alternative School of Choice
9274,4530192,0.6875,District Community Day Schools,Community Day School
9277,4530804,0.5320284697508897,High Schools (Public),Traditional
9309,4530010,0.6,Continuation High Schools,Continuation School
9347,4530044,0.44989912575655683,High Schools (Public),Traditional
9348,4530200,0.7674418604651163,Continuation High Schools,Continuation School
9349,4530267,0.37809187279151946,High Schools (Public),Traditional
9350,4530309,0.4605263157894737,Alternative Schools of Choice,Alternative School of Choice
9351,4532750,0.6567944250871081,High Schools (Public),Traditional
9352,4537304,0.4810725552050473,High Schools (Public),Traditional
9363,4531901,0.7152658662092625,High Schools (Public),Traditional
9381,4732707,0.7213114754098361,High Schools (Public),Traditional
9394,4734356,0.9024390243902439,High Schools (Public),Traditional
9395,4734901,0.42857142857142855,High Schools (Public),Traditional
9396,4735403,0.3278008298755187,High Schools (Public),Traditional
9397,4738753,0.5989304812834224,High Schools (Public),Traditional
9406,4739207,0.5555555555555556,High Schools (Public),Traditional
9407,4731253,0.7659574468085106,High Schools (Public),Traditional
9410,4733309,0.6162162162162163,High Schools (Public),Traditional
9415,4830071,1.0,Juvenile Court Schools,Juvenile Court School
9421,4831004,0.24119850187265918,High Schools (Public),Traditional
9430,4832259,0.5767676767676768,High Schools (Public),Traditional
9445,4830170,0.379441023211748,High Schools (Public),Traditional
9446,4830451,0.8129067245119306,High Schools (Public),Traditional
9447,4833000,0.8130841121495327,High Schools (Public),Traditional
9468,4838801,0.410790925812385,High Schools (Public),Traditional
9479,0141150,1.0,District Community Day Schools,Community Day School
9480,4830089,0.578096947935368,High Schools (Public),Traditional
9481,4830113,0.34177215189873417,High Schools (Public),Traditional
9482,4837803,0.45401174168297453,High Schools (Public),Traditional
9498,0139816,0.7150537634408602,High Schools (Public),Traditional
9499,4830147,0.7736248236953456,High Schools (Public),Traditional
9500,4830196,0.6321353065539113,High Schools (Public),Traditional
9528,4930400,0.4093686354378819,High Schools (Public),Traditional
9542,4930855,0.5725190839694656,High Schools (Public),Traditional
9602,4930012,0.48578342407743497,High Schools (Public),Traditional
9604,4930111,0.7142857142857143,Continuation High Schools,Continuation School
9606,4935151,0.4090528080469405,High Schools (Public),Traditional
9651,4930160,0.717201166180758,High Schools (Public),Traditional
9652,4930244,0.3503787878787879,High Schools (Public),Traditional
9653,4934154,0.49640861931364727,High Schools (Public),Traditional
9654,4935292,0.6436541143654114,High Schools (Public),Traditional
9656,4936803,0.583386992916935,High Schools (Public),Traditional
9668,4937256,0.3277310924369748,High Schools (Public),Traditional
9694,0123786,0.2834467120181406,High Schools (Public),Traditional
9699,4930384,0.20699708454810495,Alternative Schools of Choice,Alternative School of Choice
9700,4935482,0.47065527065527063,High Schools (Public),Traditional
9710,0138263,0.38235294117647056,Alternative Schools of Choice,Alternative School of Choice
9712,4930228,0.4835294117647059,High Schools (Public),Traditional
9720,4932554,0.5646123260437376,High Schools (Public),Traditional
9731,0107136,0.5416666666666666,High Schools (Public),Traditional
9732,0108076,0.8744065602071645,High Schools (Public),Traditional
9742,5030168,0.9591836734693877,Alternative Schools of Choice,Alternative School of Choice
9744,5030879,0.8698795180722891,High Schools (Public),Traditional
9759,5031521,0.7516339869281046,High Schools (Public),Traditional
9813,0110593,0.4548611111111111,High Schools (Public),Traditional
9815,0121129,0.5856777493606138,High Schools (Public),Traditional
9816,5030010,0.6215040397762586,High Schools (Public),Traditional
9817,5030135,0.8186298669295219,High Schools (Public),Traditional
9818,5031380,0.8017282765242438,High Schools (Public),Traditional
9819,5031802,0.760036496350365,High Schools (Public),Traditional
9820,5034905,0.837260034904014,High Schools (Public),Traditional
9831,5036256,0.7355191256830601,High Schools (Public),Traditional
9876,5035902,0.6086486486486486,High Schools (Public),Traditional
9883,5032651,0.5715948777648429,High Schools (Public),Traditional
9891,5036850,0.7311827956989247,High Schools (Public),Traditional
9897,5030192,0.5614035087719298,Alternative Schools of Choice,Alternative School of Choice
9899,5035654,0.3474088291746641,High Schools (Public),Traditional
9909,5030259,0.8591065292096219,High Schools (Public),Traditional
9917,5030283,0.6586102719033232,High Schools (Public),Traditional
9919,5037700,0.5877369907220653,High Schools (Public),Traditional
9929,0114207,0.9032258064516129,County Community,County Community School
9935,5132758,0.2597402597402597,High Schools In 1 School Dist. (Public),Traditional
9939,5135256,0.714759535655058,High Schools (Public),Traditional
9951,5137500,0.25340599455040874,High Schools (Public),Traditional
9957,0107722,0.6890855457227139,High Schools (Public),Traditional
9963,5139001,0.7115613825983313,High Schools (Public),Traditional
9988,0137414,0.6896551724137931,High Schools (Public),Traditional
9989,5231675,0.835820895522388,Continuation High Schools,Continuation School
9990,5231709,0.824435318275154,High Schools (Public),Traditional
10002,5235106,0.5763546798029556,High Schools (Public),Traditional
10010,5237151,0.8653846153846154,Continuation High Schools,Continuation School
10011,5237201,0.7559899117276166,High Schools (Public),Traditional
10014,0125633,0.8285714285714286,County Community,County Community School
10025,5330022,1.0,Continuation High Schools,Continuation School
10026,5337407,0.78125,High Schools (Public),Traditional
10029,5337456,0.6089965397923875,High Schools (Public),Traditional
10032,0119602,0.37549407114624506,High Schools (Public),Traditional
10036,5430061,1.0,Juvenile Court Schools,Juvenile Court School
10043,5430301,0.8229166666666666,High Schools (Public),Traditional
10059,5433230,0.9602888086642599,High Schools (Public),Traditional
10075,0124776,0.8333333333333334,K-12 Schools (Public),Traditional
10078,5432414,0.8613074204946997,High Schools (Public),Traditional
10097,0136507,0.8720657276995305,K-12 Schools (Public),Traditional
10126,0107649,0.9166666666666666,District Community Day Schools,Community Day School
10127,0116368,0.6626936829558999,High Schools (Public),Traditional
10128,0130708,0.7951807228915663,High Schools (Public),Traditional
10130,5430145,0.9714285714285714,Continuation High Schools,Continuation School
10131,5435409,0.7530940594059405,High Schools (Public),Traditional
10132,5435466,0.7270368448365335,High Schools (Public),Traditional
10136,0109751,0.7029126213592233,High Schools (Public),Traditional
10139,0120659,0.5648148148148148,High Schools (Public),Traditional
10145,5430046,0.7071393880524527,High Schools (Public),Traditional
10146,5430368,0.6264550264550265,High Schools (Public),Traditional
10147,5432828,0.7397678680513133,High Schools (Public),Traditional
10148,5434527,0.4751004016064257,High Schools (Public),Traditional
10178,5430210,0.8663853727144867,High Schools (Public),Traditional
10186,0116590,0.730844793713163,High Schools (Public),Traditional
10189,5430251,0.9560530679933665,High Schools (Public),Traditional
10191,5432786,0.8118598382749326,High Schools (Public),Traditional
10192,5434113,0.8861176470588236,High Schools (Public),Traditional
10193,5434931,0.8881118881118881,High Schools (Public),Traditional
10209,5431184,0.76548463356974,High Schools (Public),Traditional
10218,5436282,0.8699690402476781,High Schools (Public),Traditional
10224,5431598,0.6556655665566556,High Schools (Public),Traditional
10244,5530043,0.5692307692307692,Alternative Schools of Choice,Alternative School of Choice
10245,5536503,0.38295454545454544,High Schools (Public),Traditional
10256,5536750,0.4547244094488189,High Schools (Public),Traditional
10258,5530076,0.4897959183673469,High Schools (Public),Traditional
10259,5530084,0.5483870967741935,High Schools (Public),Traditional
10261,0109900,0.8410700236034618,High Schools (Public),Traditional
10267,5630223,1.0,Juvenile Court Schools,Juvenile Court School
10277,5632021,0.7090367428003972,High Schools (Public),Traditional
10306,5634076,0.5086805555555556,High Schools (Public),Traditional
10333,0120634,0.3609022556390977,High Schools (Public),Traditional
10334,0125674,0.7615571776155717,Alternative Schools of Choice,Alternative School of Choice
10335,0131698,0.3813559322033898,High Schools (Public),Traditional
10336,0136804,0.7938144329896907,Alternative Schools of Choice,Alternative School of Choice
10340,5630389,0.8119626168224299,High Schools (Public),Traditional
10341,5631619,0.40883697308278316,High Schools (Public),Traditional
10342,5631742,0.8827731092436975,High Schools (Public),Traditional
10343,5632849,0.9121798222686879,High Schools (Public),Traditional
10344,5634548,0.7610114192495921,High Schools (Public),Traditional
10345,5634761,0.725781650435674,High Schools (Public),Traditional
10372,5630322,0.30493707647628265,High Schools (Public),Traditional
10374,5635008,0.4310626702997275,High Schools (Public),Traditional
10375,5636188,0.3649214659685864,High Schools (Public),Traditional
10402,5630298,0.38009049773755654,Alternative Schools of Choice,Alternative School of Choice
10403,5630348,0.38801261829652994,High Schools (Public),Traditional
10404,5630793,0.6018927444794953,High Schools (Public),Traditional
10405,5637822,0.6039195461578133,High Schools (Public),Traditional
10432,5630116,0.17684210526315788,High Schools (Public),Traditional
10433,5633748,0.17489008304836345,High Schools (Public),Traditional
10434,5637004,0.23781561949500882,High Schools (Public),Traditional
10455,5630132,0.12407282535401214,High Schools (Public),Traditional
10464,5630371,0.1322314049586777,High Schools (Public),Traditional
10465,5633250,0.3654642223536369,High Schools (Public),Traditional
10477,5635776,0.8353413654618473,High Schools (Public),Traditional
10486,0113787,0.6808510638297872,County Community,County Community School
10510,5732904,0.8083623693379791,High Schools (Public),Traditional
10517,0135939,0.6842105263157895,High Schools (Public),Traditional
10519,5735154,0.676660516605166,High Schools (Public),Traditional
10535,0101162,0.7111251580278128,High Schools (Public),Traditional
10538,5738802,0.7662337662337663,High Schools (Public),Traditional
10554,5830047,1.0,Juvenile Court Schools,Juvenile Court School
10564,5830013,0.7679425837320574,High Schools (Public),Traditional
10568,5835202,0.6218568665377177,High Schools (Public),Traditional
10595,5838305,0.7478833490122295,High Schools (Public),Traditional
